178.13515,190.29636,0.91079843
193.79713,313.90604,0.75505173
61.40966,313.87277,0.5652932
17.899698,517.6422,0.4181447
19.59882,636.06866,0.075278886
324.34622,312.17538,0.6297487
376.6194,503.689,0.3769346
467.07443,376.62003,0.7713494
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
158.94315,167.64037,0.905941
205.98045,171.12935,0.9160385
131.06705,174.61476,0.9258109
247.73225,185.07436,0.9250087
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
